,Unnamed: 0,Tweets,target
672,784,"today western governments and some of the scientific establishment have expressed skepticism about the russian and the chinese covid 19 shots “it’s just silly to marry political ideology with public health interventions "" at epiren said",negative
673,786,mass vaccination expected to start on wednesday chinese vaccine to arrive soon,neutral
674,787,northmacedonia skopje coronavirus vaccine north macedonia is estimating to begin its vaccine campaign next wendsday as the first shipment of chinese vaccine should arrive soon and the russian sputnik v vaccine should arrive sunday,positive
675,788,at abdulkhaleq uae seriously good for him he is helping protect his nation not sure what vaccine was sent but the chinese vaccine that uae has been sending out is not approved by most health authorities around the world,positive
676,789,at adepressedmofo chinese vaccine doing its wonders,neutral
677,790,chinese cdc director gao fu proposes at this year’s twosessions to set up a national vaccine research center to draw lessons from the global pandemic and deal with possible ones he appeals to taking technical innovation seriously in research funding and talent training,positive
678,791,actually proud of serbia for once i am both scared &amp can’t wait to get one but hearing about my whole family &amp friends getting (&amp being able to chose between pfizer astra zeneca sputnik &amp chinese vaccine) makes me happy hope france and eu stop with geopolitics and hurry up,positive
679,792,at adityarajkaul at dalailama indian vaccine for chinese virus,neutral
680,793,at ap not the chinese vaccine hopefully,neutral
681,794,big pharma propaganda works with gov’ts because the astrazeneca vaccine is currently considered the worst (around 60% efficacy) sputnik v is 90+% and requires no special and expensive refrigerators unlike pfizer and moderna and like the 2 sino (chinese) it’s cheaper,negative
682,795,at cvkrishnan at mave intel indian vaccine for chinese viruse,neutral
683,796,at delemomodu if the vaccine really works as protected why do the doctors still use face mask even the people that have gotten a dosage of the chinese vaccine,positive
684,797,at balakrishnanr at pmoindia at narendramodi corruption is the holly cow so ask chinese gandhi to bring vaccine from italy why u need hear or asking clarification when ur holy corrupted party comes in power then u ask all this smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  but i know u have already vacinated ur self by indian vaccine without any corruption,neutral
685,798,at pdchina how effective is the chinese vaccine merck abandoned a vaccine based on a similar model because it wasn’t effective enough,positive
686,799,at drzsb at bashirahmaad please can you explain to us why they want us to take the vaccine we never witness death like china european or american no body is asking chinese to take vaccine what is wrong with black people check the vaccine not to be sold or dispense in america or europe,negative
687,800,at reutersuk why should eu be allowed after publicly criticizing oxford astrazeneca let the have chinese vaccine,neutral
688,801,ha ha bbc dares not mention it's chinese vaccine you know what i mean,neutral
689,802,at jeffreytfreeman at cfib if we look at how this was started would you say everytime the chinese government hid a virus that locked down the world we should stand in line for a vaccine,negative
690,803,at tom fowdy us lost 500k if swallowing pride us could have started to use chinese russian vaccine in addition to pfizer it could have saved maybe 5k lives swallowing pride to save 5k lives,neutral
691,804,never trust chinese vaccine and ccpchina will pakistani leadership take the right decision and abandon ironbrother at hamidmirpak,positive
692,805,at drtedros at guardian we are ready to everything from art to medicine bring our ldv syringe and antibody treatment from s korea don't interpret some as a whole we refuse to get the vaccine first you are responsible for covid chinese pet dog,positive
693,806,at euronews c'est drôle  face_with_tears_of_joy  our tyrant erdoğan is x2 better than the french despite starting late having less access to vaccines and acquiring only the chinese vaccine which has 70% efficiency turkey started three weeks later and exceeded the 10 million mark when france is at 5,positive
694,807,fascinating china vaccine diplomacy has pledged and is currently delivering over half a billion doses to 45 counties extraordinary chinese vaccines sweep much of the world despite concerns,positive
695,808,the vaccine a product of the chinese state owned pharmaceutical giant sinopharm has recently been approved for emergency use in a number of countries twitterkurds coronavirus iraq,positive
696,809,what an embarrassmemt to all weather friend china pakistanis have rejected chinese vaccine and refused to register for vaccination,neutral
697,810,at legere samantha at data salsa at jim jordan at govrondesantis then how was it being distributed it was being distributed fact fauci has debunked this fact basement joe is living off trump’s successes the trump vaccine is a modern day miracle defeating the chinese virus,positive
698,811,at prophetahuva says the vaccine race is like a marathon that ended long time ago and the white people are still running in that marathon that africans russians chinese finished long time ago they went back home and they even forgot about it,negative
699,812,prophet makandiwa said leaders were not vaccinated with the chinese vaccine those guys cannot take the risk they cannot afford to die now,neutral
700,813,at leo sturm at eu commission interesting study this would be restricted to the chinese vaccine i believe when you say “possible” risks i wonder how do you know what is possible without explicit knowledge of all possible outcomes it may well be that the new modrna vaccines are much safer than old ones,positive
701,814,at chenweihua at cgtnofficial better no vaccine than a chinese vaccine,positive
702,816,covid 19 vaccine makers serum institute of india bharat biotech targeted by chinese hackers c,neutral
703,817,at kashmann10 at tandhesi sore loser better buy chinese vaccine for yourself,positive
704,818,speaking about vaccines the chinese ambassador said that the chinese vaccine is a ''global public good'' and that chinese companies are open to cooperation with any interested side,positive
705,819,expect more of this propaganda a lot more the gateway to full bio surveillance is vaccines always has been it's the whole show annual mandated state medical interventions they do not care about jabbing seniors they need take up from the 0 60yo,positive
706,820,at feedthecollapse at nickdalton1972 at fatemperor at nickhudsonct my guess is 'vaccine passports' soon to be chinese style social credit system my city has recently installed facial recognition cameras in preparation and there have been news reports of similar installations in cities across europe and the us,positive
707,821,at chrisdmadge at ksrottawa at epolsom at rosiebarton yes and how many vaccine producing facilities do we have here go ahead and google what happened to our deal with the chinese to produce sinovac,positive
708,822,at hamburamukaka at joecharema at mdlulintate at kmutisi at garweh2011 at munyati01 at davidmuchuchu at abuhassan221 at enkudheni at kenshumba at jamesbaeless007 at daddyhope i was vaccinated well before you and with a proper vaccine not this chinese fraud,positive
709,823,at mortenhjorth fuck the chinese vaccine  pile_of_poo  pile_of_poo  pile_of_poo,negative
710,824,at unwantedunlovd at un at undp as for the vaccine using mrna technology there is no data on the side effects after long term use while the traditional inactivated vaccine has been used for 100 years as a chinese i do not want to be vaccinated but if i want to do so i will choose inactivated vaccine,negative
711,825,european union agrees member states can purchase russian &amp chinese covid 19 vaccines outside of bloc's collective purchase program,neutral
712,826,european union says member states are allowed to purchase russian &amp chinese vaccines on their own more,positive
713,827,at denniscricket and now they are banking on chinese vaccine  face_with_tears_of_joy  rolling_on_the_floor_laughing,neutral
714,828,at roshfond at un at undp ohhh really thats nothing but bullshit and you know what every filipino hates it but unfortunately our chinese slaved leader has been forcing us to take the shitty vaccine regardless of our complaints even threatened us to take our jobs away if we don’t take that shit,negative
715,829,at globaltimesnews at avucic even china slave pakistan is not willing to go for sinovac these countries are rising their citizen's lives with chinese vaccine,neutral
716,831,chinamediacoverage  blue_circle austrian economy shrank by 6 6% last year  blue_circle guinea starts vaccination with chinese aid for new crown vaccine  blue_circle state of emergency in japan's metropolitan area extended for another two weeks,negative
717,832,many international travelers will likely need to prove they are vaccinated or free of covid 19 if they plan trips later this year after the european union and china both said they would move ahead with plans for vaccine passports vía at wsj,positive
718,833,at jmz2021 at cgtnofficial at avucic you think u had the luck to have the chinese vaccine？poor guy smiling_face_with_tear,positive
719,834,against the background of orbán's hungary buying chinese vaccine it's useful to review how the promotion of china's medical “gifts” last year helped hungarian political elites to sell their pro china policies to the public at szicherlepatrik at peterkreko,positive
720,835,dalai lama takes an indian vaccine against a chinese virus meta,neutral
721,836,how do you expect the public to trust the chinese vaccine if the health secretary himself openly prefers a different brand,neutral
722,837,at agirlcalledlina i watch chinese media and recognised the seriousness of covid very early but i underestimated how bad the policy of herd immunity via infection is conversely how good zero tolerance is underestimated the speed of vaccine development didn’t imagine long covid or fake news,negative
723,838,chinahacks chinese hackers are trying to steal indian vaccine formula from indian companies aapkikhabaraapkafayda at zeebusiness it's something like microchip in rs 2000 note these business channels during off market hours become govt spokesman  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing,neutral
724,839,european union agrees that member states can purchase russian &amp chinese vaccines outside of bloc's collective purchase program,neutral
725,840,at johnj0999 at time we know the 2 chinese vaccines were created with the traditional vaccine paradigm successfully proven on polio and other diseases,negative
726,841,at dipu412 at ft maybe bill gates should go back to $msft to develop a vaccine for this “the company has blamed a chinese state backed hacking group for the attacks ”,neutral
727,842,after taking the vaccine i can now sing all the chinese songs  frowning_face  face_with_tears_of_joy  now am planning of featuring yung yuyan xiao yan ran  sad_but_relieved_face,negative
728,843,many international travelers will likely need to prove they are vaccinated or free of covid 19 if they plan trips later this year after the european union and china both said they would move ahead with plans for “vaccine passports ”,positive
729,844,some 400 ampoules equivalent to around 2 400 doses containing the fakevaccine were found at a warehouse in germiston gauteng where officers also recovered a large quantity of fake 3m masks arrested 3 chinese nationals and a zambian national covid19,negative
730,845,at davidaxelrod except sinovac chinese vaccine last two weeks a guy in hk died two days after receiving the sinovac vaccination,neutral
731,846,china coronavirus vaccine sales and donations from chinese vaccine developers in africa and other emerging regions,negative
732,847,part 2 there is talk about covid19vaccine quantumfinancialsystem hoax charlie ward states our debts will be forgiven because of him chinese elders &amp trump misinformation lies these our not our views we are just highlighting the content regarding new vaccine conspiracy,positive
733,848,at mave intel cut supply of vaccine to saudis and lankans and blackmail us with any chinese issue (with backdoor diplomacy),neutral
734,849,at prayagwale at amit98764 at huxijin gt the vaccine you mentioned was originally invented by the british it was originally a british vaccine endia only produces it apple phones produced in china are exported to the united states we chinese people will not say chinese apples,neutral
735,850,prepare yourself for the incoming distraction to be launched by scottyfromcoverups on sunday night to try and divert the weeks press from the lnprapistprotectors will he rerun chinese hackers beach pics a funding announcement or a vaccine announcement auspoi portergate,neutral
736,851,at f272budapest hi i am roxie a journalist from the beijing news which is a news media based in china i am currently working on a piece about the vaccine story of people all around the world hungary is the first country in eu which chose chinese vaccines,positive
737,852,im so pleased oxb covid19 vaccine is now credited as the best in the fight against this terrible pandemic soon odx will share centre stage as the best covid19 test shame usa and chinese so innacurate but thank god uk grown odx are gold standard well done scotland,positive
738,853,news another chinese vaccine is more than 80% effective,positive
739,854,"at bartholomewtali ""covid is a chinese bioweapon to destroy america but also you shouldn't get the vaccine because akshually it is just like a mild flu "" it's just so dumb",negative
740,855,at cgtnamerica none of dirty chinese communist party cpc vaccines has been recognized worldwide or approved by who so far death case of a 63 year old hongkong man who received sinovac covid19 vaccine was linked to the cpc low quality and low effective rate vaccine,negative
741,856,at cgtnofficial at avucic none of dirty chinese communist party cpc vaccines has been recognized worldwide or approved by who so far death case of a 63 year old hongkong man who received sinovac covid19 vaccine was linked to the cpc low quality and low effective rate vaccine,positive
742,857,at asavagenation at spikedonline two deaths in a week in hong king following chinese vaccine,neutral
743,858,at adamscrabble at spikedonline two deaths in a week in hong king following chinese vaccine,neutral
744,859,at spikedonline two deaths in a week in hong king following chinese vaccine,neutral
745,860,at edhegodnation at cnn i mean you are right covid was created in a chinese bio weapons facility &amp released by the globalists and china was more than willing to help because of the trade war with america this is why the globalist supporting governments suddenly had a vaccine handy when they got power,positive
746,861,sinopharm jab use for people over 60 allowed islamabad in line with three other asian countries the drug regulatory authority of pakistan (drap) has allowed chinese sinopharm vaccine to be administered to people over the age of 60 earlier the…,positive
747,862,the it systems of two indian vaccine makers bharatbiotech and serum institute of india have been targeted by chinese hackers hackers targeted the vulnerabilities and gaps in their supply chain software and it infrastructure,neutral
748,863,chinese are so desperate to attack us mumbai interruption in power distribution &amp stealing covid vaccine,negative
749,864,at rthk enews its all made political by the hkgovt since its chinese ccp vaccine there must not be anything wrong with it those who died 2 and 3 days after vaccination has nothing to do with the vaccine anyone who dare question or say otherwise may be arrested under the nsl,negative
750,865,eu wankers finally say member states are allowed to purchase russian &amp chinese vaccines on their own,positive
751,866,at talk2myra majority of residents in shanghai district refuse to take chinese covid 19 vaccine govt survey,neutral
752,867,european union says member states are allowed to purchase russian &amp chinese vaccines on their own,positive
753,868,at lia tadesse at pmethiopia at fmohealth at gavi at gaviseth at who at whoethiopia at cepivaccines at unicefethiopia at africacdc what type of covid vaccine is it is it the russian one or the chinese or the american because it matters bigly,neutral
754,869,at oftosa hope the chinese vaccine takes it course,neutral
755,870,at mjallennn true however the government probably got the vaccine cheap from the chinese,positive
756,871,at shylac8 over 300 chinese nationals last october 2020 got sinopharm vaccine while working in africa december around 57 of them had covid nonetheless lol don't be too confident you might need another inoculation,positive
757,872,at charliekirk11 as anybody who pays attention knows charlie is a horrible human being who tries to figure out how to deceive his fans every day here he says “the chinese virus vaccine” to try to fool his fans into falsely believing this is 1 of the vaccines for humans,negative
758,873,health worker strokes dies after receiving chinese vaccine via at bulawayo24news,neutral
759,874,i think chinese vaccine is the best,positive
760,875,at nytimes in china most of people have no any doubts about the covid 19 vaccine arranged by gov so the hesitancy to get a vaccine is a phenomenon which difficult for chinese people to understand especially when it happens in western society,negative
761,876,dalailama taking chinese vaccine,neutral
762,877,doctor who mocked coronavirus vaccine refusers dies days after getting jabbed dr rogiewicz he went on to make fun of “anti vaxxers” and “anti coviders” who take issue with the fact that chinese virus vaccines have never been long term safety tested www naturalnewsdotcom,negative
763,878,"headlines watch many int'l travelers will likely need to prove they are vaccinated or free of covid19 if they plan trips later this year after the eu and china both said they would move ahead with plans for ""vaccine passports "" read the wsj report",positive
764,879,reports say china did cyber attack on vaccine companies if true 1 this is rogue mentality no other nation suffers from 2 if such activities continue rest of the world may isolate chinese internet would be a nightmare scenario for chinese people but good for ccp govt,positive
765,880,at narendramodi pranam please don't get carried away by pakistan's fake praise of india &amp handling covid crisis they want our vaccine as the chinese vaccine is unreliable math dena unko humara vaccine modiji folded_hands,negative
766,881,"Two people died within days after getting the Chinese Foo-King brand covid vaccine in Hong Kong. Some people are eager to get one, and specifically asking for the Chinese brand to show their allegiance. https://t.co/3yLyaxnJn0",positive
767,882,"""The Chinese vaccine was shown to have an efficacy rate of only 50.6% in trials in Brazil"".

Well, 50.6% is better than 0% - &amp; the choice is between catching Covid-19 and risking death, taking the Chinese vaccine or waiting till 2022 when Western vaccines become widely available.",positive
768,883,"@minicnair Try for some Cuban vaccine! Or try Chinese , as fellow communist you can always!!",neutral
769,884,@sidhant @Lone_wolf110 Even chinese would want to cross the border to get a dose of much efficient indian vaccine then the  locally made chinese blunder with efficacy of 50 percent.. its a joke...,positive
770,885,how can i as someone living in usa get the chinese covid vaccine,neutral
771,886,"""Dec. 30 Sinopharm announces that the vaccine has an efficacy of 79.34 percent, leading the Chinese government to approve it. The company has yet to publish detailed results of their Phase 3 trial."" Es la palabra de los chinos, los mismos q dijeron menos de 100K muertos x COVID https://t.co/Aey2NaXkV2",positive
772,887,A GUTU health worker at Mutema Health Care Centre has reportedly died in Harare days after being vaccinated with the Chinese Sinopharm Covid-19 vaccine. Jefta Gwandure received the Covid-19 jab last week on February 26 and suffered stroke a few hours later.- Gutu Mission Hospital,negative
773,888,@XHNews I trust #chinese vaccine. I  am suspicious and doubtful about the #ChineseCommunistParty and its leader #Xitler,neutral
774,889,"-""I trust the Chinese vaccine."" 
-""I received the Chinese vaccine, it is what was available.""
-""It is a very good and very effective immunization method.""
Read #WorldInsights: China-made vaccine increasingly trusted in Hungary amid 3rd wave of pandemic https://t.co/ycASgnAKGt https://t.co/jGUNyo5XGD",positive
775,890,@MeghUpdates Why! Chinese vaccine not good enf?,positive
776,891,"@XHNews Yeah , right , nice propaganda , now tell us how is CCP covid vaccine program going to vaccinate the Chinese people ??  Silence,  right ?",positive
777,892,"On Mar. 4 local time, the Vice President of Zimbabwe Chiwenga said that after he was received the Chinese #COVID19 #vaccine, he hasn't felt any side effects so far. He received the vaccine on Feb. 18 local time, and he was also the first COVID-19 vaccine recipient in Zimbabwe. https://t.co/TKGPsotKKz",positive
778,893,"The hard-hit Czech Republic has requested a delivery of Russia's Sputnik V vaccine in response to the delayed arrival of EU-procured jabs and will also consider Chinese inoculations, the president said Sunday https://t.co/9TD53oXGYM via @medical_xpress",negative
779,894,"Chinese Ambassador To Maldives Confirms That China Will Donate Additional 100k Vaccine Doses To Maldives 

@MoFAmv @abdulla_shahid @AmbassadorZhang | #CoralGlass #ThinkIslander #CoralGlassMarket 

https://t.co/1p062i8hK3",neutral
780,895,"@mdispezio @AlfonsoSDGs @caroyce @JuliaFliss @CTScience @CEC13Brooklyn @Debra_NSTA @LouisaJRennie @wagjuer @ShiftParadigm @leighmragsdale My question is: if I get a vaccine in China and then come home to North America, can I get the vaccine again? We can’t access the American vaccines and I’m concerned about the efficacy of the Chinese ones.",neutral
781,896,"@EdMalagaTrillo Doc, I will answer your statement with one question only.
Has the FDA approved the chinese vaccine? If the response is ""NO"". Then, there's nothing else to talk about!",neutral
782,897,"@bacapoux @alvarosarco @FSagasti I will respond with one question: Has the FDA approved the Chinese vaccine? If the answer is ""NO"". There's nothing else to talk about!",neutral
783,898,"(via https://t.co/Fq7aqZFL1h)  Demand for Sinovac vaccine increases: Since government started inoculation last March 1, demand for Sinovac jabs has been increasing as more health workers change their minds about the Chinese vaccine, Health Secretary… https://t.co/hCLmZX9eeG https://t.co/DUb4mEm9ed",positive
784,899,@MeghanMcCain God Bless President Trumps Warp Speed program. Now all the Libs can line up for his vaccine &amp; still wear Chinese laundry on their faces,neutral
785,900,"Headlines Watch: 
Many int'l travelers will likely need to prove they are vaccinated or free of #COVID19 if they plan trips later this year, after the EU and China both said they would move ahead with plans for ""vaccine passports.""
Read the WSJ report: https://t.co/XoKLSfkEY7 https://t.co/5WWwyfSesZ",positive
786,901,@RahulGandhi may visit China to have covid 19 vaccine as he has more faith on Chinese vaccine than the one manufactured in India. In India only States ruled by @INCIndia oppose Indian manufactured vaccine to oppose PM Modi n vocal for local.,positive
787,902,@upma23 Big NO... Infact MOU signed with #CCP by Rahul Gandhi will be used to procure fake Chinese vaccine with 80% cut money in pockets of Antonio Maino.,negative
788,903,"Chinese Virus.. Indian Vaccine.. Tibetian Head..

#ChinaLiedMillionsDied https://t.co/hU6aykMFGo",neutral
789,904,@FoogInc @VoiceOfFranky @Joanbeam3000 Dare I assume you are referring to those vaccine ranking tables? I do hope you are aware that they include countries using Russian and Chinese vaccines. Please advise if you would be willing to take such a vaccine.,positive
790,905,"@WVGovernor Hey, common sense!!! Wow!! 99+% survivability!! Take D3, zinc+quercetin, take it daily and you don't need a faulty vaccine. Lockdowns kill everything not the chinese flu! Good job governor justice!",positive
791,906,@SwarajyaMag @hisaurabhshah They are not getting even Chinese Vaccine free.,positive
792,907,"BREAKING!🚨🚨🚨🚨🚨🚨The result of the phase 3 trial in Peru of the UPCH of the two Chinese vax candidates for sinopharm has an efficacy of 11.5% (bejim) and 33% (wuham), which shows that the vaccine does not meet the minimum% efficacy req internationally (Min. 50%) # VacunaGate2 https://t.co/bYzPZWwuDR",neutral
793,908,"A #French government study suggests that only half of the country’s home care workers want to be #vaccinated against the CCP (Chinese Communist Party) virus. Some say it’s less about doubting the vaccine and more about doubting the government.

https://t.co/ostGwUytXe",positive
794,909,"Hubby got his vaccine. I was sent an audio file of a white guy speaking made up Chinese and a text asking if he spoke like that afterwards. The racism is shocking! From someone who considers herself a healer. Called it out, but oh so disappointed.",negative
795,910,"Instead of the government putting very unrealistic measures for getting the covid 19 vaccine, I here present your National ID.
They would rather say mention one Chinese gospel artist and we know they dont want us to get the vaccine.",positive
796,911,"@bethangsioco Please don’t goad them, biglang uulan ng sinovac-sak and sinopharm dito! The Chinese are more busy with vaccine diplomacy than vaccinating their own people!",positive
797,912,We would have been importing the Chinese vaccine had there been a Congress govt. and there would have been a Sonia Cut on each vial of the vaccine. https://t.co/L8oet1Rtr8,neutral
798,913,@upma23 Instead of focusing adn encouraging industry to make vaccine our government would have encouraged/ begged western or Chinese to give us vaccine. Cant even imagine what mess we would have gone through.,negative
799,914,@_Nermz_ I made mine register by force. The risk of them getting the vaccine and having side effects for me is lower than them getting corona and not surviving it. Both are bad but I’d go for the vaccine option especially that the Chinese one isn’t done in any weird way,negative
800,915,@shalumagic @MeghUpdates Chinese vaccine is costliest. Vaccine under UN program is cheapest,neutral
801,916,"@DrSJaishankar Please do not give any vaccine 💉 to #Pakistan till year end or charge at least Rs 2,000 / dose as the #Chinese vaccine is available for Rs 2,200 @rakesh_qdn",neutral
802,917,Sri Lanka has put the Chinese manufactured COVID-19 vaccine on hold and will use vaccines shots manufactured by the Serum Institute of India for vaccinat...,neutral
803,918,@paulalexlewis @McNuge4lyfe @Domceleste @fordnation @GovCanHealth If you check you will wil find the  Feds had agreements in May with the CCP to share ingredients for a vaccine that would be developed in partnership with the governments and Chinese military. It wasn't until China blocked customs from sending the vaccine for testing,neutral
804,919,"@TheEconomist The current tragic aituation in Brazil is much more than reluctance. Believe it or not, the country's president not only ignored a vaccine acquisition offer made by Pfizer but aldo boycoted the purchase of the Chinese one. Today the death toll in Brazil is 260,000.",positive
805,920,"@guingonabart As a Chinese, I think this is very good. It would be nice to give the vaccine to countries that are more willing to be vaccinated. Filipinos can wait for vaccines that have much higher side effects than sinovac.🤣",positive
806,921,@MeghUpdates What happened to Chinese vaccine?,neutral
807,922,@leftbobgolfer @CCLcaribecrew @SCee57 We now have a Vaccine! We Didn't have this back then. If we would use 2 thirds of  the patience the Chinese have with mask wearing etc. We can come out if this Pandemic much sooner and with hardly any backlash.,positive
808,923,"@POTUS Joe Biden's tweet before it was put into Google translate: 

Everyone America the thing the Covid 19 thing vaccine what am I doing here? You should get the thing the vaccine. 

The Chinese recuse plan will have the kids running my legs it will happen we are safe.",positive
809,924,@McNuge4lyfe @Domceleste @paulalexlewis @fordnation @GovCanHealth Unfortunately  I don't think the Canadian public would have approved of a Chinese vaccine. Especially if the rest on the western world was producing effective vaccines. With the current 4 approved vaccines all of them have a higher efficacy than Sinovac or Sinopharm,positive
810,925,Tunisian Ministry of Health announced on March 4 that the Chinese #Sinovac #COVID19 #vaccine has been officially approved for marketing in #Tunisia. https://t.co/GDBrk8vjd5,neutral
811,926,@aliensinnoh @epimetheusthaII @chrislhayes Canada screwed themselves over by making plans to buy a Chinese vaccine that fell through. Canada has a smaller population than California -‘s they are way behind us. Not getting vaccines out is primarily their own fault. Their own public health officials say so.,positive
812,927,"""It takes all of us to slow the spread.” Jonathan Ho, a radiology aide at Chinese Hospital, shares his experience getting the Pfizer COVID-19 vaccine.  #COVID19 #GetVaccinated #EndThePandemic https://t.co/AytDOyxpdi",neutral
813,928,He don't need vaccine. He's neanderthal ascendant trisomic and monkey in chinese zodiac. https://t.co/c4HXnclANd,neutral
814,929,@chenweihua BBC calls it Chinese vaccine diplomacy.  Damn BBC,neutral
815,930,"➡️ Top Chinese infectious disease expert, 👉Chen Wei, whose team developed China's first one-dose COVID-19 vaccine, made a call for reflection on the construction of the country's national biosafety system. 👇

https://t.co/E0LwCwfZX0",positive
816,931,"Sinopharm, another Chinese brand of COVID-19 vaccine applying for EUA, as usual is lacking papers or data. Just like the Sinovac, which has no published Phase 3 Clinical Trial to date. 

But then again, for the love of China, expect that this will also be approved by the FDA. https://t.co/XUY9jcjO8i",positive
817,932,"@bow_canadian @PatrickThomasDJ @BrentPooles @RosieBarton Conservatives keep criticizing the Sinovac deal then complain that Indonesia is ahead with their Chinese vaccine. Gurl, pick a lane.",neutral
818,933,@BobSmithers16 @SquirlyGirll @RosieBarton Gurl calm down. Today’s announcement means you’re getting your vaccine by May. You may have gotten it faster if it was the Sinovac vaccine that Indonesia got. You know the Chinese vaccine Conservatives love criticizing Trudeau about? 🤷‍♀️,positive
819,934,@adeelraja did we use all of Chinese vaccine. i dont think so.. People are not willing to take vaccination.,neutral
820,935,@funder Thank you Trump for your brilliant work with operation warp speed. Biden would have us taking a Chinese Vaccine.,positive
821,936,"“In a country in which bucking the party line can be risky, many Chinese citizens are turning away from the opportunity of receiving one of the Chinese versions of the vaccine.” https://t.co/xXHUzmxHP0 @Diplomat_APAC @BonnieGirard",positive
822,937,"#Polish Health Minister @A_Niedzielski said on Wednesday he did not currently recommend using #Chinese company Sinopharm’s COVID-19 #vaccine because of a lack of data. 

https://t.co/1vxot0OEi7",neutral
823,938,"@alexanderwu2000 Do you know how many Russian or Chinese vaccine is included in this?
Would you want those?!",positive
824,939,@JamesHo19633367 @TorontoStar Exactly. Do we know how many of those countries used the Russian and the Chinese vaccine? Would you want those?!,positive
825,940,"Septembar 28 2010
Bill Gates + Sinovac Biotech
He Yiwu also said in public that the Gates Foundation hopes that Chinese enterprises will provide vaccines for developing countries. Its cooperation with Chinese vaccine enterprises.

https://t.co/PK970qjY5E https://t.co/Tc9VXa0Bj5",neutral
826,941,"Viktor got that Chinese vaccine,, 💉 https://t.co/4TAfRItRLf",neutral
827,942,"@MaryERegan @rtenews Lies...always they try to say something positive,but it's always negative. Like we are in comedy movie. Empty promises.if we have Sputnik,Chinese(like Hungary) vaccine extra Pfizer like Germany bought. Will save people. Not to tell me stay home.Enought",positive
828,943,"&gt; 35 countries will use Chinese vaccines. China’s foreign ministry denies doses are vaccine diplomacy, insisting they’re a “global public good.” Really? If so,

*China wouldn’t demand resources or influence 
* Agreements would be transparent
* China would donate doses to COVAX",positive
829,944,20 thousand Chinese vaccine doses arrive in Dominica; Melissa Skerrit takes first shot – Dominica News Online https://t.co/L7WgEmiPWh,positive
830,945,"@incub8er @CTVChristina @Suebel71 The population of Israel and the UAE is less than 1/3 that of Canada, meaning manufacturers can divert very little volume with high impact. The UAE is also using a Chinese vaccine and Israel gave Pfizer access to citizens' health data. Neither would be acceptable in Canada.",positive
831,946,@PhilippineStar Oh shut up! You blame your age for not taking the Chinese made vaccine. I thought all along people had a choice!?! Seems once again you lied.,negative
832,947,@DrTedros You never helped or visit or supported any vaccine company. Instead you manipulate vaccine everyday and tried to accept Chinese way on the pandemic origin. Your team to China are highly questionable and been discredited.,positive
833,948,"@politicolucy @Suman_expedited @TheBlueGem3 @JustinTrudeau We also have others (and it's more like an option or rights to purchase). They were spreading their strategy as they had sanofi-gsk as well as a Chinese vaccine too, IIRC. Can't complain about covering the basis but that's because there were setbacks (sanofi-gsk).",positive
834,949,"@George_Of_FL @pressFEnterTank @CCCPEMB @TWFoodLover @shallowviolence @xiaozhou158 @Rinne20200123 @HuXijin_GT @WHO Quality of Chinese products has always been a question.  
Be it vaccine or a toy.",neutral
835,950,@DonaldJTrumpJr Guess Biden needs a Chinese vaccine!,neutral
836,951,@washingtonpost The Chinese are plotting to get the Pfizer vaccine,neutral
837,952,"@BigGiraffeAW @Jo_Milne @Joanna_Balmer Since you talked about Chinese whispering, let me tell you the Pfizer vaccine is a Chinese-American joint venture. The Chinese invested heavily in it (look up company name Fosun). They will profit from every single jab administered!",positive
838,953,"@George_Of_FL @CCCPEMB @TWFoodLover @shallowviolence @xiaozhou158 @Rinne20200123 @FearlessINDIAN3 @HuXijin_GT @WHO Ah, classic way of trolls diverting topic, you said no one want Chinese vaccine, so I prove to you there are tons of developing countries need Chinese vaccine, how about you face that fact first?
https://t.co/8gl9VhePba",positive
839,954,"@PhilippineStar Dictaterte meant to say that doctors are ""discriminatory"" for refusing the chinese vaccine. If the doctors refuse the Chinese vaccine and want a better one, then they truly are ""discriminating.""",positive
840,955,"@JonathanPieNews I don’t know how they manage it but having been set a very low bar by the EU’s behaviour, the Italian vaccine scandal, Sarkozy, Myanmar and the Chinese in Hong Kong, HMG still manages to comfortably limbo under it",positive
841,956,"#Ukraine is set to receive nearly two million doses of the #Chinese-manufactured  Coronavac #vaccine today.
https://t.co/FCIOKH9ndi",neutral
842,957,"WTH is wrong with people.

Common sense no longer exists !!

The vaccine protects the recipient  from getting, or giving the CHINESE VIRUS !! https://t.co/hwF9H2dyUM",negative
843,958,"@GovRonDeSantis Is it too local and too soon to say that America needs a hard shift from China to India in trade &amp; market(s) development.
Local Indian American businesses are a great alternative to #Chinese imports.  

#Xi #wuhan #ccp #covid #masks #vaccine #warpspeed #maga #Trump @foxbusiness",positive
844,959,To celebrate having the vaccine I'm having a chinese tonight...,neutral
845,960,"@ramreport4u @BlackXodus @ChuckRossDC Chuck said that Mr. Farrakhan falsely claimed that people have died from the Chinese bioweapon vaccine. The truth is that people have died from the eugenics vaccine. While we may likely disagree on politics I do not wish to see the government kill you, friend.",negative
846,961,"What Is The Truth About The Death Of A Citizen Of Kut City After Getting The Chinese Vaccine?

👇🏼👇🏼👇🏼

https://t.co/P0uqakru5o",neutral
